R_in_CGS,V_in_CGS,Bo,We,Oh,Alpha Coefficient of restitution,Center Coefficient of restitution,Contact time ND,Contact time CGS,Min north pole height ND,Min north pole height CGS,Time min north pole height ND,Time min north pole height CGS,clea radius ND,Max radius CGS,Time of max radius ND,Time of max radius CGS,Max contact radius ND,Max contact radius CGS,Time max contact radius ND,Time max contact radius CGS,Max radial projection ND,Max radial projection CGS,Time max radial projection ND,Time max radial projection CGS,Min side height ND,Min side height CGS,Time min side height ND,Time min side height CGS
nothing,nothing,0.0,0.3475,0.0,0.9398975972687399,0.9398975972687398,2.5045293835703033,2.5045293835703033,1.1514799425207016,1.1514799425207016,1.1644335694516754,1.1644335694516754,1.1830684603642523,1.1830684603642523,1.0509051318503264,1.0509051318503264,0.7249305915202473,0.7249305915202473,0.5262196499630102,0.5262196499630102,1.1821788722882403,1.1821788722882403,1.0509051318503264,1.0509051318503264,1.6483704751475727,1.6483704751475727,1.0693151487586532,1.0693151487586532
nothing,nothing,0.0,0.397,0.0,0.934014311077477,0.934014311077477,2.4707776859050377,2.4707776859050377,1.0884780184807714,1.0884780184807714,1.141421048316267,1.141421048316267,1.1970716102519352,1.1970716102519352,1.0309609468663057,1.0309609468663057,0.771666437984037,0.771666437984037,0.6980464744407278,0.6980464744407278,1.196171492747083,1.196171492747083,1.0309609468663057,1.0309609468663057,1.6373879379369876,1.6373879379369876,1.0432342914718569,1.0432342914718569
nothing,nothing,0.0,0.4465,0.0,0.9283711624621037,0.9283711624621037,2.446230996693935,2.446230996693935,1.0381863706549506,1.0381863706549506,1.119942695256552,1.119942695256552,1.2104503760680927,1.2104503760680927,1.0186876022607543,1.0186876022607543,0.786873257540287,0.786873257540287,0.593723045293542,0.593723045293542,1.209540198629314,1.209540198629314,1.0186876022607543,1.0186876022607543,1.6281269852233633,1.6281269852233633,1.0186876022607543,1.0186876022607543
nothing,nothing,0.0,0.496,0.0,0.9226843099482966,0.9226843099482968,2.4247526436342204,2.4247526436342204,0.9846630255763027,0.9846630255763027,1.1153401910294705,1.1153401910294705,1.221988172277049,1.221988172277049,1.0110167618822847,1.0110167618822847,0.7982808196971147,0.7982808196971147,0.5246854818873162,0.5246854818873162,1.2210693191899245,1.2210693191899245,1.0110167618822847,1.0110167618822847,1.619656789515013,1.619656789515013,0.9972092492010396,0.9972092492010396
nothing,nothing,0.0,0.5455,0.0,0.9169083561402201,0.9169083561402201,2.4048084586501997,2.4048084586501997,0.931448773818149,0.931448773818149,1.1015326783482253,1.1015326783482253,1.232496010862941,1.232496010862941,1.006414257655203,1.006414257655203,0.8070150998138639,0.8070150998138639,0.4755921034651112,0.4755921034651112,1.231569256586474,1.231569256586474,1.006414257655203,1.006414257655203,1.6117572383372392,1.6117572383372392,0.9772650642170189,0.9772650642170189
nothing,nothing,0.0,0.5949,0.0,0.9115863229727212,0.9115863229727211,2.3879326098175664,2.3879326098175664,0.8820623772969794,0.8820623772969794,1.0877251656669802,1.0877251656669802,1.2424587953640935,1.2424587953640935,0.9972092492010396,0.9972092492010396,0.8397362746067825,0.8397362746067825,0.7011148105921156,0.7011148105921156,1.2415245497423721,1.2415245497423721,0.9972092492010396,0.9972092492010396,1.6044547744896658,1.6044547744896658,0.9603892153843858,0.9603892153843858
nothing,nothing,0.0,0.6444,0.0,0.9074846343461191,0.907484634346119,2.3725909290606273,2.3725909290606273,0.8387804985396383,0.8387804985396383,1.0677809806829595,1.0677809806829595,1.2520702666953702,1.2520702666953702,0.9880042407468762,0.9880042407468762,0.8586686290130923,0.8586686290130923,0.6013938856720116,0.6013938856720116,1.2511287938923186,1.2511287938923186,0.9880042407468762,0.9880042407468762,1.598281056806906,1.598281056806906,0.9450475346274468,0.9450475346274468
nothing,nothing,0.0,0.65,0.0,0.9070119928037975,0.9070119928037975,2.371056760984933,2.371056760984933,0.8345017439221826,0.8345017439221826,1.0677809806829595,1.0677809806829595,1.2530684066570348,1.2530684066570348,0.9880042407468762,0.9880042407468762,0.8602228982571434,0.8602228982571434,0.593723045293542,0.593723045293542,1.252126183319726,1.252126183319726,0.9880042407468762,0.9880042407468762,1.5976213192713447,1.5976213192713447,0.9435133665517529,0.9435133665517529
nothing,nothing,0.0,0.8,0.0,0.8926493252792884,0.8926493252792885,2.3357708952439733,2.3357708952439733,0.7065209265053353,0.7065209265053353,1.0478367956989385,1.0478367956989385,1.278132997592593,1.278132997592593,0.9634575515357737,0.9634575515357737,0.8902816919465579,0.8902816919465579,0.4587162546324782,0.4587162546324782,1.2765095213194437,1.2765095213194437,0.8437924416316489,0.8437924416316489,1.5815167028206347,1.5815167028206347,0.9036249965837113,0.9036249965837113
nothing,nothing,0.0,0.9,0.0,0.8827395809891261,0.8827395809891261,2.3173608783356467,2.3173608783356467,0.6265971832304658,0.6265971832304658,1.0294267787906117,1.0294267787906117,1.2942310107650632,1.2942310107650632,0.8330532651017916,0.8330532651017916,0.903177248508686,0.903177248508686,0.40655454005888536,0.40655454005888536,1.2932578359122513,1.2932578359122513,0.8330532651017916,0.8330532651017916,1.5719455341849948,1.5719455341849948,0.8821466435239966,0.8821466435239966
nothing,nothing,0.0,1.0,0.0,0.8746959029608521,0.8746959029608521,2.2989508614273197,2.2989508614273197,0.5571097491189311,0.5571097491189311,1.0094825938065908,1.0094825938065908,1.310997797578526,1.310997797578526,0.8223140885719342,0.8223140885719342,0.9429658143728448,0.9429658143728448,0.5707105241581335,0.5707105241581335,1.3100120152273977,1.3100120152273977,0.8223140885719342,0.8223140885719342,1.563494442562706,1.563494442562706,0.8652707946913636,0.8652707946913636
